Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S1211,Emma,Davis,student1211@univ.edu,Female,22,Mathematics,97.29,62.29,77.31,68.53,90.02,79.52,61.73,74.811,B
S1212,Liam,Jones,student1212@univ.edu,Female,20,Engineering,97.68,41.87,92.22,98.62,58.55,85.99,83.37,79.093,B
S1213,Maria,Davis,student1213@univ.edu,Male,20,Engineering,61.01,43.74,82.12,53.37,53.59,90.72,45.96,61.981,C
S1214,Emma,Brown,student1214@univ.edu,Female,23,CS,70.98,52.77,72.35,54.65,86.39,84.86,85.97,69.034,C
S1215,Maria,Brown,student1215@univ.edu,Male,23,Mathematics,96.92,75.88,94.6,56.66,62.35,53.13,93.9,80.028,B
S1216,John,Johnson,student1216@univ.edu,Female,19,CS,57.44,49.05,77.44,66.91,97.09,63.58,65.53,68.264,C
S1217,Ahmed,Williams,student1217@univ.edu,Male,22,Business,67.83,94.51,57.16,64.38,75.11,89.34,72.7,71.738,B
S1218,Sara,Williams,student1218@univ.edu,Female,24,Engineering,66.39,42.9,57.96,87.54,87.45,70.38,78.66,65.868,C
S1219,Omar,Williams,student1219@univ.edu,Male,21,Mathematics,82.35,47.06,67.23,61.86,84.3,95.46,56.9,65.988,C
S1220,John,Johnson,student1220@univ.edu,Male,23,Engineering,72.12,97.86,97.12,71.33,56.79,97.8,59.49,83.138,B
S1221,John,Williams,student1221@univ.edu,Female,24,Business,54.44,56.04,68.46,73.51,71.49,55.29,56.35,63.765,C
S1222,Ahmed,Jones,student1222@univ.edu,Female,21,Mathematics,66.6,65.59,76.22,58.8,58.88,64.07,77.82,68.338,C
S1223,Ali,Jones,student1223@univ.edu,Male,23,Engineering,66.26,85.82,56.34,83.72,77.13,81.81,56.83,70.737,B
S1224,Sara,Smith,student1224@univ.edu,Female,24,Mathematics,96.54,94.37,55.8,72.8,71.05,41.54,59.41,71.311,B
S1225,John,Brown,student1225@univ.edu,Male,24,CS,51.79,64.7,97.36,68.19,84.65,40.24,44.14,72.447,B
S1226,Maria,Jones,student1226@univ.edu,Female,25,CS,93.38,90.36,45.53,66.36,89.0,55.55,66.42,69.342,C
S1227,John,Davis,student1227@univ.edu,Male,25,Mathematics,68.78,46.68,66.2,90.19,75.4,74.66,48.68,65.743,C
S1228,Ali,Brown,student1228@univ.edu,Male,25,Mathematics,71.2,78.06,82.81,62.66,92.78,58.6,46.97,73.879,B
S1229,Ali,Brown,student1229@univ.edu,Male,21,Engineering,97.84,83.52,67.35,63.12,60.29,62.52,67.92,72.108,B
S1230,Liam,Johnson,student1230@univ.edu,Male,21,Business,85.69,90.24,50.97,98.2,69.08,98.86,92.63,77.752,B
S1231,Omar,Davis,student1231@univ.edu,Female,22,Engineering,85.28,97.38,78.58,64.78,68.83,57.54,71.24,78.179,B
S1232,Omar,Johnson,student1232@univ.edu,Male,24,Mathematics,82.58,82.78,55.01,55.47,88.12,42.63,53.5,65.931,C
S1233,Emma,Smith,student1233@univ.edu,Male,19,CS,85.06,88.01,79.12,52.38,51.79,52.42,66.95,72.196,B
S1234,Maria,Johnson,student1234@univ.edu,Male,21,Mathematics,54.13,78.43,78.11,78.06,55.76,48.12,45.42,68.765,C
S1235,John,Jones,student1235@univ.edu,Male,25,Engineering,91.49,64.34,79.54,98.6,57.4,41.46,80.58,76.54,B
S1236,Liam,Williams,student1236@univ.edu,Female,19,CS,91.8,88.25,66.61,69.23,52.63,99.41,73.28,74.759,B
S1237,Liam,Jones,student1237@univ.edu,Female,23,Mathematics,86.85,40.03,91.32,77.55,93.33,75.65,90.36,77.871,B
S1238,Liam,Davis,student1238@univ.edu,Female,18,Engineering,94.13,54.31,90.19,95.49,62.08,75.73,55.2,77.17,B
S1239,Ahmed,Davis,student1239@univ.edu,Male,18,CS,88.81,60.5,65.05,92.5,72.01,96.35,93.01,75.691,B
S1240,Maria,Williams,student1240@univ.edu,Male,21,Mathematics,72.05,91.69,93.06,96.37,83.38,41.33,73.29,85.65,A
S1241,Ali,Jones,student1241@univ.edu,Male,21,Mathematics,69.4,52.21,75.7,57.53,72.22,75.25,74.56,67.162,C
S1242,John,Davis,student1242@univ.edu,Female,21,CS,78.99,70.61,59.64,80.03,68.63,93.9,60.94,69.569,C
S1243,Ali,Johnson,student1243@univ.edu,Male,19,Business,98.03,64.64,76.8,71.91,63.11,71.64,53.89,71.839,B
S1244,Ali,Jones,student1244@univ.edu,Female,21,Mathematics,89.24,63.6,42.16,68.64,98.12,53.61,40.25,61.105,C
S1245,Ali,Jones,student1245@univ.edu,Male,24,Mathematics,53.94,91.81,85.3,57.78,61.48,60.54,62.92,73.48,B
S1246,Emma,Smith,student1246@univ.edu,Male,19,Business,56.09,92.44,47.8,69.32,57.47,63.94,40.23,61.802,C
S1247,Maria,Brown,student1247@univ.edu,Male,24,Business,96.37,47.45,87.14,96.35,70.78,97.44,95.5,81.222,B
S1248,Ahmed,Smith,student1248@univ.edu,Female,23,Mathematics,82.51,55.17,89.5,50.72,63.22,49.0,81.48,70.663,B
S1249,Omar,Smith,student1249@univ.edu,Male,23,CS,85.78,63.93,44.92,91.73,59.92,81.75,83.44,67.023,C
S1250,Liam,Williams,student1250@univ.edu,Female,18,CS,79.5,91.25,41.19,69.6,95.03,78.01,51.05,67.505,C
S1251,Sara,Smith,student1251@univ.edu,Male,18,CS,60.05,84.23,53.09,62.9,68.6,96.96,87.04,68.625,C
S1252,Liam,Johnson,student1252@univ.edu,Female,23,Business,65.45,49.63,66.12,78.33,85.16,43.75,89.94,67.754,C
S1253,Sara,Johnson,student1253@univ.edu,Male,23,Business,71.23,77.17,59.74,61.19,82.72,57.3,92.59,70.053,B
S1254,Ali,Smith,student1254@univ.edu,Male,24,Business,69.66,78.4,96.83,93.61,70.18,89.29,79.16,85.135,A
S1255,John,Jones,student1255@univ.edu,Male,24,Engineering,70.8,41.83,51.57,50.49,78.59,94.94,42.79,55.376,D
S1256,Omar,Williams,student1256@univ.edu,Male,23,CS,54.33,57.47,69.07,87.88,73.02,72.0,80.04,69.736,C
S1257,Maria,Williams,student1257@univ.edu,Female,19,CS,51.07,83.32,53.66,90.49,53.27,75.48,75.96,68.139,C
S1258,Ali,Davis,student1258@univ.edu,Female,20,CS,64.43,94.84,99.97,73.92,94.54,74.82,68.08,86.493,A
S1259,Ali,Jones,student1259@univ.edu,Female,22,Mathematics,86.89,69.0,85.72,73.65,71.11,92.28,83.51,79.329,B
S1260,Sara,Johnson,student1260@univ.edu,Female,22,CS,84.51,90.28,59.75,79.36,50.76,66.37,80.06,72.737,B
S1261,Liam,Williams,student1261@univ.edu,Male,25,Mathematics,51.21,81.72,63.85,84.56,95.64,91.14,93.29,76.754,B
S1262,Ahmed,Brown,student1262@univ.edu,Male,20,Business,96.87,68.44,48.12,53.11,59.23,79.95,40.41,59.739,D
S1263,Ali,Johnson,student1263@univ.edu,Male,21,Business,77.98,46.49,47.44,74.52,58.2,43.94,78.21,58.344,D
S1264,Sara,Johnson,student1264@univ.edu,Female,24,Business,91.55,42.68,94.82,63.81,54.08,97.1,98.94,75.866,B
S1265,Maria,Davis,student1265@univ.edu,Female,21,Mathematics,66.85,66.79,67.27,52.05,55.5,77.37,45.68,62.018,C
S1266,Omar,Brown,student1266@univ.edu,Female,25,Engineering,82.97,75.37,99.66,82.82,71.53,72.78,59.05,82.389,B
S1267,Ahmed,Williams,student1267@univ.edu,Male,22,CS,54.44,77.85,44.13,87.0,86.15,94.25,80.89,68.719,C
S1268,John,Brown,student1268@univ.edu,Female,20,Mathematics,51.23,70.09,45.59,89.79,55.43,53.82,94.56,63.977,C
S1269,Omar,Brown,student1269@univ.edu,Male,24,Engineering,78.1,71.03,60.78,71.61,55.3,81.51,96.68,70.265,B
S1270,Emma,Brown,student1270@univ.edu,Male,23,Mathematics,60.2,72.74,88.07,52.32,97.11,45.01,90.09,75.808,B
S1271,Sara,Williams,student1271@univ.edu,Female,19,Engineering,59.27,71.07,41.52,91.31,81.93,94.07,65.64,65.754,C
S1272,Maria,Smith,student1272@univ.edu,Female,24,CS,84.01,66.29,54.38,76.1,84.12,66.32,73.23,68.439,C
S1273,Omar,Johnson,student1273@univ.edu,Female,24,Engineering,70.78,53.26,45.95,82.01,70.81,54.45,73.16,60.936,C
S1274,Emma,Jones,student1274@univ.edu,Male,18,Business,96.31,91.24,51.19,68.32,50.11,79.55,53.86,67.859,C
S1275,Omar,Jones,student1275@univ.edu,Female,19,Engineering,85.74,53.86,61.99,55.08,57.82,43.83,81.76,62.354,C
S1276,Sara,Johnson,student1276@univ.edu,Male,22,Mathematics,64.31,45.85,75.82,81.11,75.17,60.38,92.86,70.335,B
S1277,Emma,Williams,student1277@univ.edu,Female,18,Engineering,61.39,73.97,52.96,84.02,63.91,93.08,93.28,69.797,C
S1278,Sara,Brown,student1278@univ.edu,Male,21,CS,68.27,68.71,68.78,60.86,80.9,61.97,68.65,68.386,C
S1279,Ali,Johnson,student1279@univ.edu,Female,20,Mathematics,99.4,60.88,83.15,82.42,86.51,63.58,49.58,76.212,B
S1280,Emma,Davis,student1280@univ.edu,Female,19,Business,67.09,61.88,62.33,79.64,58.37,43.48,56.08,63.349,C
S1281,Sara,Williams,student1281@univ.edu,Male,19,CS,98.47,42.92,64.1,81.67,52.88,48.96,95.07,67.154,C
S1282,Omar,Smith,student1282@univ.edu,Male,19,Business,92.3,98.23,74.69,98.26,92.81,64.5,52.16,83.744,B
S1283,John,Smith,student1283@univ.edu,Female,22,Business,92.06,93.46,66.72,95.7,59.12,45.36,85.36,78.985,B
S1284,Emma,Brown,student1284@univ.edu,Female,23,CS,82.78,79.96,48.04,58.74,60.66,93.21,45.29,62.749,C
S1285,John,Johnson,student1285@univ.edu,Female,21,CS,69.49,41.72,67.38,70.64,90.65,70.9,80.45,66.758,C
S1286,John,Jones,student1286@univ.edu,Female,21,Engineering,95.64,93.4,77.43,77.34,76.91,66.96,80.75,82.188,B
S1287,John,Smith,student1287@univ.edu,Male,19,CS,75.18,68.33,80.11,69.54,66.23,76.32,83.29,74.416,B
S1288,Sara,Davis,student1288@univ.edu,Female,18,Engineering,74.17,85.56,67.8,87.78,64.93,94.44,74.31,76.682,B
S1289,Ali,Jones,student1289@univ.edu,Male,23,Engineering,92.51,55.91,56.41,97.13,92.88,49.18,94.54,73.126,B
S1290,Liam,Jones,student1290@univ.edu,Female,21,Mathematics,70.23,97.33,61.75,91.58,75.82,77.0,48.97,75.08,B
S1291,Ahmed,Johnson,student1291@univ.edu,Female,22,CS,69.12,64.69,58.04,71.76,84.67,59.29,86.54,68.112,C
S1292,Maria,Jones,student1292@univ.edu,Male,25,CS,65.13,78.91,46.42,69.88,50.54,61.59,80.74,62.911,C
S1293,Omar,Williams,student1293@univ.edu,Female,18,Business,72.54,57.12,57.13,57.94,61.31,46.62,73.86,60.356,C
S1294,Maria,Williams,student1294@univ.edu,Female,22,Business,57.93,97.95,51.18,57.04,52.25,70.92,42.73,62.337,C
S1295,Maria,Johnson,student1295@univ.edu,Male,22,Business,91.75,81.04,92.32,65.47,70.86,52.42,98.92,82.498,B
S1296,Liam,Jones,student1296@univ.edu,Female,20,Business,58.06,83.84,86.57,52.56,62.38,91.69,70.72,74.324,B
S1297,Maria,Williams,student1297@univ.edu,Female,25,Mathematics,54.72,69.81,58.39,83.95,71.9,94.16,42.28,65.669,C
S1298,Maria,Brown,student1298@univ.edu,Female,25,CS,93.31,82.54,63.96,67.84,75.64,45.51,51.4,70.183,B
S1299,Ali,Davis,student1299@univ.edu,Male,23,Engineering,63.56,69.28,91.75,52.65,87.33,61.62,73.47,74.796,B
S1300,Sara,Davis,student1300@univ.edu,Male,22,Business,76.14,43.37,56.58,95.33,71.06,44.51,82.33,65.126,C
S1301,Ahmed,Jones,student1301@univ.edu,Male,25,Business,77.29,56.17,85.48,61.98,51.48,73.97,87.97,71.547,B
S1302,Sara,Davis,student1302@univ.edu,Male,20,Business,50.42,55.84,73.38,86.4,87.76,59.8,83.54,71.304,B
S1303,Ahmed,Davis,student1303@univ.edu,Female,22,Business,78.74,87.67,75.86,51.84,70.18,83.62,71.54,74.295,B
S1304,Omar,Brown,student1304@univ.edu,Female,22,CS,74.96,91.73,70.68,61.0,63.23,95.1,40.36,71.31,B
S1305,Omar,Jones,student1305@univ.edu,Male,21,Mathematics,79.89,65.68,78.54,59.19,91.48,60.11,72.89,73.008,B
S1306,John,Brown,student1306@univ.edu,Male,25,Engineering,82.52,65.05,56.92,68.56,50.97,40.23,90.35,64.766,C
S1307,John,Smith,student1307@univ.edu,Female,24,Business,91.88,44.96,70.11,61.66,96.6,53.29,52.07,65.993,C
S1308,Sara,Jones,student1308@univ.edu,Male,20,Mathematics,93.81,63.2,88.45,91.01,74.41,92.68,63.9,80.672,B
S1309,Liam,Smith,student1309@univ.edu,Male,18,Mathematics,66.11,59.12,65.72,74.22,77.78,86.71,63.75,67.772,C
S1310,Omar,Jones,student1310@univ.edu,Female,24,CS,94.34,86.63,60.67,50.86,85.55,88.07,90.73,74.621,B
S1311,Liam,Smith,student1311@univ.edu,Female,20,CS,52.25,81.83,64.04,50.92,64.7,86.51,48.99,64.135,C
S1312,Ali,Johnson,student1312@univ.edu,Male,18,CS,76.54,57.73,85.08,71.49,80.86,86.7,74.87,75.355,B
S1313,Omar,Smith,student1313@univ.edu,Female,22,Business,89.59,94.83,56.35,67.19,54.8,50.36,60.97,69.004,C
S1314,Ali,Brown,student1314@univ.edu,Male,21,Business,62.5,45.06,58.85,62.63,51.93,64.35,66.29,57.351,D
S1315,Ali,Williams,student1315@univ.edu,Female,20,Business,64.82,54.15,81.58,80.12,80.52,58.63,43.06,69.094,C
S1316,Sara,Davis,student1316@univ.edu,Female,22,Business,59.24,86.17,63.46,82.87,80.44,86.62,47.71,71.773,B
S1317,Omar,Johnson,student1317@univ.edu,Male,20,CS,53.93,49.41,80.72,85.71,88.75,99.5,51.45,71.342,B
S1318,Omar,Davis,student1318@univ.edu,Male,25,CS,71.33,58.59,51.86,81.34,87.93,84.15,85.59,68.17,C
S1319,John,Brown,student1319@univ.edu,Male,21,CS,86.22,75.08,98.36,62.96,91.6,69.07,84.03,83.607,B
S1320,John,Johnson,student1320@univ.edu,Female,20,Business,58.91,94.23,81.0,69.14,76.92,47.66,49.82,74.465,B
S1321,Maria,Davis,student1321@univ.edu,Male,23,CS,89.81,55.77,41.6,63.71,90.4,42.27,72.53,60.578,C
S1322,Ahmed,Jones,student1322@univ.edu,Male,21,Engineering,72.08,61.45,63.33,87.25,95.6,70.97,54.3,70.123,B
S1323,Emma,Johnson,student1323@univ.edu,Male,22,CS,68.03,82.53,64.05,60.6,82.65,81.15,93.09,73.246,B
S1324,John,Johnson,student1324@univ.edu,Male,20,Mathematics,50.68,87.09,45.32,63.21,71.65,58.69,58.41,61.504,C
S1325,Ahmed,Williams,student1325@univ.edu,Female,22,Engineering,58.29,59.62,76.24,75.74,61.56,52.07,88.54,69.599,C
S1326,Emma,Williams,student1326@univ.edu,Male,20,CS,54.3,89.72,69.12,94.27,63.53,47.01,60.6,73.014,B
S1327,Ahmed,Johnson,student1327@univ.edu,Female,24,Mathematics,94.79,90.92,79.75,80.24,57.6,55.86,96.54,81.831,B
S1328,John,Smith,student1328@univ.edu,Male,23,CS,65.0,74.15,48.0,64.63,53.17,80.73,89.44,63.722,C
S1329,Liam,Brown,student1329@univ.edu,Female,22,CS,64.87,94.96,42.19,73.98,61.62,81.69,92.5,68.73,C
S1330,Omar,Johnson,student1330@univ.edu,Male,23,Business,98.99,63.96,66.55,97.66,53.7,72.45,88.07,75.105,B
S1331,Ali,Brown,student1331@univ.edu,Female,23,CS,65.84,97.38,92.85,56.42,68.43,69.09,88.13,81.488,B
S1332,Emma,Davis,student1332@univ.edu,Male,25,Business,66.64,45.38,78.47,76.29,81.36,71.86,67.14,69.168,C
S1333,Emma,Davis,student1333@univ.edu,Female,20,CS,51.58,90.88,89.71,69.44,91.72,70.86,56.37,79.015,B
S1334,Emma,Jones,student1334@univ.edu,Female,20,Engineering,95.17,51.0,67.69,63.66,64.71,74.72,79.73,67.753,C
S1335,Ahmed,Jones,student1335@univ.edu,Male,25,Engineering,86.2,72.55,65.33,76.34,68.52,62.59,47.57,68.918,C
S1336,Sara,Johnson,student1336@univ.edu,Male,20,CS,57.04,62.1,96.4,64.95,95.88,44.17,78.02,76.385,B
S1337,Ali,Johnson,student1337@univ.edu,Female,24,CS,98.31,53.92,68.37,71.96,80.86,80.68,97.35,73.775,B
S1338,Omar,Davis,student1338@univ.edu,Male,19,Engineering,82.96,44.7,47.79,85.93,66.16,58.97,82.32,62.259,C
S1339,Ahmed,Williams,student1339@univ.edu,Male,20,Mathematics,66.77,86.2,78.68,51.01,64.28,65.06,51.52,70.005,B
S1340,Liam,Johnson,student1340@univ.edu,Female,24,Business,78.58,44.58,51.69,96.58,60.46,93.46,96.16,67.103,C
S1341,Sara,Williams,student1341@univ.edu,Female,20,Engineering,53.75,99.51,77.21,85.26,88.34,94.31,95.45,84.324,B
S1342,John,Johnson,student1342@univ.edu,Male,19,Engineering,64.49,82.59,67.29,71.19,81.25,63.48,86.29,73.761,B
S1343,Omar,Davis,student1343@univ.edu,Female,19,Business,73.2,50.44,91.39,79.42,60.68,99.19,66.72,74.438,B
S1344,Liam,Davis,student1344@univ.edu,Female,22,Engineering,99.7,79.73,91.34,82.25,72.89,52.92,93.14,84.905,B
S1345,John,Williams,student1345@univ.edu,Male,19,CS,73.62,64.48,84.69,85.1,63.99,70.4,58.78,74.227,B
S1346,Ali,Williams,student1346@univ.edu,Female,23,CS,79.34,56.11,40.66,52.59,71.37,45.02,89.4,57.57,D
S1347,Emma,Jones,student1347@univ.edu,Male,18,Engineering,59.34,65.14,61.39,60.1,68.43,58.11,44.13,60.556,C
S1348,Sara,Brown,student1348@univ.edu,Female,22,Business,99.14,58.97,67.45,59.97,57.31,77.3,89.54,69.489,C
S1349,Emma,Brown,student1349@univ.edu,Male,19,CS,89.35,89.36,84.96,51.54,83.62,80.29,50.23,77.425,B
S1350,Sara,Smith,student1350@univ.edu,Female,22,CS,52.87,57.88,64.74,54.26,95.97,69.15,46.27,62.105,C
S1351,Omar,Jones,student1351@univ.edu,Female,20,CS,50.14,83.87,87.64,60.02,89.6,99.34,41.82,75.192,B
S1352,Sara,Brown,student1352@univ.edu,Female,20,Mathematics,61.43,75.16,79.26,79.84,88.22,68.77,66.81,75.871,B
S1353,Maria,Smith,student1353@univ.edu,Male,20,CS,60.66,84.4,45.77,88.68,71.12,71.24,54.53,66.106,C
S1354,Liam,Jones,student1354@univ.edu,Male,24,Engineering,57.07,90.09,86.56,51.0,65.06,69.02,78.27,75.127,B
S1355,Emma,Smith,student1355@univ.edu,Female,23,Business,78.83,65.25,85.84,57.91,99.99,97.49,89.27,79.172,B
S1356,Omar,Smith,student1356@univ.edu,Female,20,CS,55.39,56.14,73.28,67.02,69.7,99.66,42.78,65.035,C
S1357,Omar,Smith,student1357@univ.edu,Male,20,Engineering,65.61,70.16,95.47,64.29,77.89,75.62,65.81,77.029,B
S1358,Maria,Jones,student1358@univ.edu,Female,18,Engineering,86.43,54.59,85.57,60.73,54.2,49.01,61.15,68.327,C
S1359,Ahmed,Williams,student1359@univ.edu,Female,21,Engineering,86.29,48.33,79.54,74.7,50.65,99.59,50.04,68.41,C
S1360,Emma,Brown,student1360@univ.edu,Male,23,CS,98.05,67.84,97.9,91.42,83.08,62.05,53.61,83.228,B
S1361,Ahmed,Smith,student1361@univ.edu,Male,18,Mathematics,70.82,78.91,50.71,93.2,91.16,51.26,77.06,71.442,B
S1362,Omar,Johnson,student1362@univ.edu,Female,21,CS,81.54,80.98,54.34,67.25,51.24,62.65,67.93,65.789,C
S1363,Liam,Johnson,student1363@univ.edu,Male,25,CS,94.05,42.87,94.0,85.63,89.08,71.58,75.76,79.087,B
S1364,Emma,Williams,student1364@univ.edu,Female,22,CS,79.79,44.04,75.33,83.12,97.73,49.43,64.7,70.569,B
S1365,Maria,Jones,student1365@univ.edu,Male,20,Business,75.42,81.68,54.72,70.68,98.29,54.71,67.73,70.234,B
S1366,Emma,Johnson,student1366@univ.edu,Male,22,Engineering,82.49,89.4,41.3,87.02,74.49,49.71,92.82,70.788,B
S1367,Sara,Johnson,student1367@univ.edu,Female,18,Mathematics,61.1,87.25,59.58,85.26,86.62,79.19,72.57,74.102,B
S1368,John,Jones,student1368@univ.edu,Female,24,Mathematics,73.56,93.07,72.71,61.5,99.71,40.9,86.83,77.707,B
S1369,Omar,Johnson,student1369@univ.edu,Male,25,Mathematics,95.81,71.73,83.67,96.8,76.97,53.59,88.22,82.747,B
S1370,Emma,Johnson,student1370@univ.edu,Female,25,Engineering,97.13,41.38,63.05,91.72,73.61,98.4,40.98,67.041,C
S1371,Liam,Davis,student1371@univ.edu,Male,25,CS,74.57,57.28,67.81,88.34,68.89,48.27,81.24,69.933,C
S1372,Omar,Brown,student1372@univ.edu,Male,23,Engineering,60.16,41.61,52.06,67.25,82.24,83.9,55.45,58.008,D
S1373,Maria,Davis,student1373@univ.edu,Male,20,Engineering,58.36,88.73,65.74,71.87,87.67,63.02,41.45,70.148,B
S1374,Maria,Brown,student1374@univ.edu,Female,21,Business,77.02,96.58,41.54,98.14,65.86,82.2,78.88,72.785,B
S1375,John,Johnson,student1375@univ.edu,Female,18,Engineering,84.07,47.23,94.16,69.76,55.09,53.3,87.67,73.506,B
S1376,Emma,Smith,student1376@univ.edu,Male,22,Business,82.82,44.94,91.94,52.92,71.83,91.45,57.17,70.263,B
S1377,Sara,Smith,student1377@univ.edu,Male,20,Mathematics,52.22,83.15,57.5,74.63,68.51,68.45,66.3,67.2,C
S1378,Maria,Williams,student1378@univ.edu,Male,23,CS,81.88,62.6,96.28,72.64,89.75,53.11,74.14,79.532,B
S1379,John,Davis,student1379@univ.edu,Female,22,Engineering,96.88,83.13,68.3,80.0,90.76,81.41,69.58,78.908,B
S1380,Ali,Davis,student1380@univ.edu,Male,22,Business,98.24,87.73,86.65,83.1,99.62,67.54,83.39,87.508,A
S1381,Emma,Smith,student1381@univ.edu,Male,24,Mathematics,89.58,49.24,50.87,91.49,79.25,74.1,76.84,67.105,C
S1382,Liam,Jones,student1382@univ.edu,Male,24,Mathematics,70.35,44.13,64.27,90.13,76.24,47.92,62.95,64.977,C
S1383,Liam,Jones,student1383@univ.edu,Male,19,Mathematics,98.79,56.64,64.6,97.78,88.26,57.41,64.55,73.406,B
S1384,Maria,Brown,student1384@univ.edu,Female,19,Business,85.91,73.02,61.89,62.54,57.06,69.07,77.77,68.079,C
S1385,Emma,Smith,student1385@univ.edu,Female,24,Mathematics,56.02,64.39,46.32,95.63,80.49,80.83,81.96,67.007,C
S1386,Ahmed,Brown,student1386@univ.edu,Female,22,Engineering,59.03,79.41,80.89,85.27,64.99,87.45,50.9,74.804,B
S1387,Ali,Brown,student1387@univ.edu,Female,25,CS,73.1,59.8,81.0,87.83,59.49,91.71,90.06,76.285,B
S1388,Sara,Smith,student1388@univ.edu,Female,22,Engineering,66.84,79.01,79.58,75.08,61.78,57.15,95.62,76.219,B
S1389,Ali,Johnson,student1389@univ.edu,Male,23,CS,92.13,64.28,63.41,51.44,80.17,74.28,73.02,67.841,C
S1390,Omar,Williams,student1390@univ.edu,Male,23,CS,84.88,90.74,65.65,75.33,63.64,69.62,68.14,74.29,B
S1391,John,Williams,student1391@univ.edu,Female,22,Business,68.56,54.27,40.52,75.26,75.65,62.28,75.83,59.417,D
S1392,Maria,Johnson,student1392@univ.edu,Male,18,Engineering,52.22,81.57,55.65,51.37,74.78,89.98,66.75,64.589,C
S1393,Liam,Jones,student1393@univ.edu,Male,19,Mathematics,85.99,63.58,62.37,86.12,85.24,97.34,63.51,72.686,B
S1394,Emma,Davis,student1394@univ.edu,Female,21,CS,77.71,70.69,96.11,57.58,98.01,51.71,59.02,77.668,B
S1395,Ahmed,Jones,student1395@univ.edu,Female,19,Engineering,69.13,73.82,98.69,55.18,72.73,98.88,72.64,79.042,B
S1396,Sara,Smith,student1396@univ.edu,Male,25,CS,84.57,93.85,90.58,63.39,96.33,67.28,72.85,84.191,B
S1397,Maria,Smith,student1397@univ.edu,Male,18,Business,81.85,70.95,95.43,55.33,54.05,67.5,99.87,78.071,B
S1398,Omar,Williams,student1398@univ.edu,Female,23,Business,77.92,40.24,65.05,82.26,80.12,62.91,80.98,66.95,C
S1399,John,Smith,student1399@univ.edu,Male,22,Business,65.4,78.65,98.76,85.91,62.67,50.06,68.92,80.447,B
S1400,Omar,Johnson,student1400@univ.edu,Female,19,Business,76.19,56.47,66.8,75.85,82.04,87.01,88.97,71.782,B
S1401,Emma,Brown,student1401@univ.edu,Female,21,Business,66.85,52.85,67.51,77.24,81.46,82.1,82.25,69.57,C
S1402,John,Jones,student1402@univ.edu,Female,23,Business,86.53,90.15,62.35,56.5,51.92,44.24,58.06,67.073,C
S1403,Ahmed,Brown,student1403@univ.edu,Male,22,Business,50.82,80.5,96.14,88.85,83.97,43.7,46.11,78.545,B
S1404,Emma,Davis,student1404@univ.edu,Female,21,Business,82.82,92.58,43.45,84.17,56.06,86.98,91.18,71.531,B
S1405,Maria,Jones,student1405@univ.edu,Female,24,Engineering,50.43,89.11,60.84,64.1,99.63,85.66,44.15,69.393,C
S1406,Emma,Smith,student1406@univ.edu,Male,24,CS,96.58,65.89,50.55,72.72,57.05,84.11,92.47,68.067,C
S1407,John,Williams,student1407@univ.edu,Male,24,Business,53.48,56.72,79.66,98.6,86.6,69.73,96.05,77.132,B
S1408,Ahmed,Jones,student1408@univ.edu,Female,24,Mathematics,60.55,98.35,79.22,87.64,93.89,64.45,69.44,82.192,B
S1409,John,Brown,student1409@univ.edu,Female,18,Mathematics,84.81,91.81,50.38,83.3,54.62,90.05,41.6,68.576,C
S1410,Maria,Brown,student1410@univ.edu,Female,24,Mathematics,51.17,48.0,74.51,70.77,59.34,50.12,82.37,64.362,C
S1411,John,Jones,student1411@univ.edu,Male,24,Business,56.08,67.95,71.17,92.35,54.04,74.38,76.73,71.197,B
S1412,Maria,Davis,student1412@univ.edu,Female,22,Engineering,60.41,92.42,76.91,92.81,88.45,42.04,93.65,81.832,B
S1413,Sara,Johnson,student1413@univ.edu,Male,18,Mathematics,65.34,52.67,80.33,97.55,67.34,89.96,58.7,72.902,B
S1414,Maria,Jones,student1414@univ.edu,Female,25,Business,75.65,66.39,53.86,75.72,98.01,40.49,40.38,64.223,C
S1415,Ali,Davis,student1415@univ.edu,Female,22,Engineering,85.88,69.48,45.91,90.13,58.94,75.58,69.14,66.364,C
S1416,Sara,Davis,student1416@univ.edu,Male,23,Mathematics,83.88,98.48,85.52,81.92,53.27,68.34,50.4,79.812,B
S1417,Emma,Johnson,student1417@univ.edu,Male,21,Business,84.06,41.64,78.25,84.91,90.07,62.69,56.32,70.719,B
S1418,Emma,Davis,student1418@univ.edu,Male,23,Business,95.22,54.51,85.38,74.28,68.12,86.39,52.41,73.552,B
S1419,Liam,Jones,student1419@univ.edu,Male,19,Mathematics,78.9,86.89,48.71,93.25,92.69,58.26,48.9,70.941,B
